"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11174","test_product_selection","TestCases","2026-08-24","passed","2026-08-24","","test_ProductSelection","",""
