"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8572","test_Reset","TestCases","2026-08-24","passed","2026-08-24","","test_ResetAppState","",""
